,tweets,cleaned_tweets
5389,"So many great #HealthPolicy PhD programs out there! When people contact me to ask about the Harvard program, I always ask where else they are applying and hype up other programs like @PublicHealthUMN @VUHealthPol @StanfordHP. Can we have a thread to promote HP PhD programs? https://t.co/RvbKUFMebb",great healthpolici phd program peopl contact program appli hype program thread promot phd program
5390,"harvard be like ""bro pls apply to harvard 😼😼🤭🤭"" and their school fees are like... 100,000 sgd a year.... LMFAO BRO ARE THEY DEADASS",bro pls appli school fee sgd year lmfao bro deadass
5391,Arizona Congressman Compares His Grueling Harvard Admission Story To Jared Kushner's https://t.co/ERPHTpVfHA #SmartNews,arizona congressman compar gruel admiss stori jare kushner smartnew
5392,I am attending Harvard Case Study on African-American Inequality Discussion https://t.co/6GaQcEtqGm and you can join too!,attend case studi african american inequ discuss join
5393,.@jimcramer cites Harvard study on airplane safety in @BoeingAirplanes question https://t.co/GhT53vH5Jd,cite studi airplan safeti question
5394,"“Silverstein highlighted the connection between Harvard and the Azerbaijan Chamber of Commerce, alleged that the Caspian Studies Program’s scholarship lacked intellectual integrity…
#StopAliyev
#RecognizeArtsakh
https://t.co/jikHp3mhWu",silverstein highlight connect azerbaijan chamber commerc alleg caspian studi program scholarship lack intellectu integr stopaliyev recognizeartsakh
5395,"Flying is safer than ‘grocery shopping’, says Harvard report https://t.co/jeqaj7Mj67",fli safer groceri shop report
5396,"#Ethical concerns mount as #AI takes bigger decision-making role in more #industries

 #Ethics #ArtificialIntelligence #Algorithm #ML #MachineLearning #Data #Tech #Technology #innovation
@TamaraMcCleary @helene_wpli @CarleyKnobloch @TheMisterFavor 
https://t.co/wHgP3rWoRL https://t.co/18uScgPOPj",ethic mount bigger decis role industri ethic algorithm machinelearn data tech technolog innov
5397,"Researchers with the Aviation Public Health Initiative (APHI) at Harvard reported that air travel ""is as safe as or substantially safer than the routine activities people undertake during these times.''
https://t.co/RmxNQPZf2y",aviat public health initi aphi report air travel safe safer routin activ peopl undertak time
5398,"Exclusive: livestock ships twice as likely to be lost as cargo vessels

""It's time for an open and honest assessment of an industry that has caused one crisis after another,"" said @Harvard_Law Professor Kristen Stilt, Faculty Director of @AnimalLawHLS. 

https://t.co/VlW0fmoIwq",exclus livestock ship lost cargo vessel time open honest assess industri crisi professor kristen stilt faculti director
5399,@Harvard So beautiful,beauti
5400,@Harvard Wow! Have a great Autumn!,wow great autumn
5401,@Harvard Welcome fall!,fall
5402,welcome fall y'all https://t.co/yU1ryHLJqQ,fall y'all
5403,"He led the task force on PKS 2022-077, and showed that even a non-detection by HESS can improve our understanding of these variable objects, especially when combined with data from other observatories. 

https://t.co/EQKhUHV22N https://t.co/3DabFlcbZ5",led task forc pks detect hess improv understand variabl object combin data observatori
5404,"He also presented preliminary results on 3C 279 during its active states in 2017 and 2018, performing studies to correlate the optical and gamma-ray emission.

https://t.co/CbmFKij7JJ",preliminari activ state perform studi correl optic gamma ray emiss
5405,"Remember the neutrino linked to an AGN? Gabriel was also part of a small collab w/ colleagues at LUTH, LPNHE, and RIKEN, to interpret the TXS 0506+056/IceCube-170922A event using a lepto-hadronic modelling code.

https://t.co/xRnBkuoyCc https://t.co/hljMkJICiz",rememb neutrino link agn gabriel small collab colleagu luth lpnhe riken interpret txs event lepto hadron model code
5406,"Unconscious racism, ageism, and sexism play a big role in who gets hired.  Bias makes for an unfair hiring process but there are ways to improve. https://t.co/8my0Ew4ctT via @Harvard Business Review #diversityequityinclusion",unconsci racism ageism sexism play big role hire bias unfair hire process improv busi review
5407,"@ianscooper @BBCPolitics @BBCBreakfast Abbot attended Cambridge and Lammy, Harvard.  Apart from your tweet being racist it’s not even factually correct",abbot attend cambridg lammi tweet racist factual correct
5408,"&gt; ... women are getting crushed in the labor market, with more than 860,000 women dropping out of the work force in September. The Harvard Business Review has found that “women’s jobs are 1.8 times more vulnerable to this crisis than men’s jobs.” https://t.co/hlNlJGCF1r",women crush labor market women drop work forc septemb busi review women job time vulner crisi men job
5409,"@POSlTlONSDELUXE OOMFF SMART AF
HARVARD CALL THEM NOW",oomff smart
5410,"Blog post on @HarvardCorpGov forum summarizing recent work w/HBS Charlie Wang finding no evidence of short-termism in EU. 
https://t.co/f8l09VjMze via @HarvardCorpGov",blog post forum summar work hbs charli wang evid short termism
5411,"Did @GlassJoeJP just say Logan Paulsen was smart because his father-in-law went to Harvard? How does that make sense, he’s good at marrying?",logan paulsen smart father law sens good marri
5412,"@RepRubenGallego gimme a break you're more white than a librarian. Brown hair and blue eyes. Let's see the #dnabarcoding #DNA test before you claim minority.

Arizona Congressman Compares His Grueling Harvard Admission Story To Jared Kushner's 

https://t.co/WNXDGsslLz via @Yahoo",gim break white librarian brown hair blue eye dnabarcod dna test claim minor arizona congressman compar gruel admiss stori jare kushner
5413,Just in case👉🏿didn’t know who was the SMARTEST MAN in history🤔 https://t.co/GMgGlT6thV @KamalaHarris @elonmusk @JeffBezos @JoeBiden @jankoum @MariamJalloul_ @BillGates @brianacton @FareedZakaria @jaketapper @GuillaumeFaury @michiokaku @MIT_alumni @Harvard @neiltyson @GalGadot,case smartest man histori
5414,@JSEdbeat https://t.co/ApIbzOuaXk…  Just read this article💭things SHOULD change after Nov 3rd 20📢This needs yr voice📣guys @KamalaHarris @JoeBiden 📣Timing is everything @jaketapper @FareedZakaria @andersoncooper @CuomoPrimeTime @neiltyson @michiokaku @MIT_alumni @Harvard @cnn,read articl thing nov voic guy time
5415,"The number of business and consumer bankruptcies during the pandemic has reduced markedly, according to new research paper on court filing data by Harvard and the University of Illinois. You would think the opposite, but fiscal help has kept doors open. @southernfox5 https://t.co/0x0sl8HyrL",number busi consum bankruptci pandem reduc mark paper court file data univers illinoi opposit fiscal door open
5416,Arizona Congressman Compares His Grueling Harvard Admission Story To Jared Kushner's https://t.co/trVlhu8TEK,arizona congressman compar gruel admiss stori jare kushner
5417,"Click here to download &amp; listen: https://t.co/O0saaCrXdq

@CNN 
@NYGovCuomo 
@TEDTalks 
@UCLA 
@Harvard 
@twillneverwork 
@NYMag 
@ThisIsBillGates 
@DocFauci 
@SteveJobsLive 
@richardbranson 
@facebookapp 
@enews 
@CBSNews 
#suzannesena #carminegallo #talkliketed #stevejobs",click download listen suzannesena carminegallo talkliket stevejob
5418,@cannotrunfast Everyone loves to hate Harvard. They've earned it.,love hate earn
5419,@Harvard Which department is this ?,depart
5420,"@Harvard @TiffanyDCross Harvard had ties to slavery indirectly , from financial and other ties, up to emancipation. A debt is still owed.",tie slaveri indirect financi tie emancip debt
5421,"#AlumUpdate Ben Wei (XIX) has been elected to serve as an Elected Director on the Harvard Alumni Association Board of Directors. He'll help develop volunteer leadership &amp; deepen alumni engagement. Congrats, Ben! https://t.co/bLmXCkDUYt https://t.co/zimozclhBk",alumupd ben wei xix elect serv elect director alumni board director develop volunt leadership deepen alumni engag congrat ben
5422,A Judge Asked Harvard to Find Out Why So Many Black People Were In Prison. They Could Only Find 1 Answer: Systemic Racism https://t.co/HwWqk4khJR via @TheRoot,judg black peopl prison answer racism
5423,"Discover our NEW spa brand CaudalieUK! Taking the best natural ingredients from the grape and vine, they've collaborated with Harvard Medical School to offer effective and clean beauty! Book your treatment now! 🧖‍♀️

https://t.co/UMikiaDLOy https://t.co/l10K6kbntg",discov spa brand caudalieuk natur ingredi grape vine collabor hms medic offer clean beauti book treatment
5424,"@debarun04 @Harvard Fall is the American word for Autumn, the season",fall american autumn season
5425,"On this day in American history:

1636: The Massachusetts General Court establishes Harvard College. - The American Patriot’s Handbook, William J. Bennett &amp; John T.E. Cribb, 2008 #ChaTeaParty #Harvard https://t.co/lbejAygAZb",day american histori massachusett general court establish hcolleg american patriot handbook william bennett john cribb chateaparti
5426,@ewarren I think that Harvard should demand a refund.,demand refund
5427,"Little Harvard
Wonderful Alice
Donuts https://t.co/71uDWx3f2n",alic donut
5428,"""He can say 'America First,' but that doesn't mean America alone. He feels that other countries have taken advantage of America in terms of financial resources in large part."" https://t.co/a8amw2Oag3",america america feel countri advantag america term financi resourc
5429,Beautiful indeed! https://t.co/FF3IbpriFg,beauti
5430,"@WrightCensored @hannahneprash @PublicHealthUMN @VUHealthPol @StanfordHP I am currently at Harvard, but I also applied to heath policy PhD programs a UC Berkeley, John's Hopkins, and Emory.",appli heath polici phd program berkeley john hopkin emori
5431,"Starting TODAY in an hour @ 10AM EDT for a conversation on Mental Health in Africa with 
@FloBaing
@WHOAFRO
@KarestanKoenen
@ssaxenageneva
@HarvardChan
 &amp; Prof Vikram Patel 
@GHP_HarvardChan 
We will be Live on Facebook and you can join us on Zoom here: https://t.co/TjDE30CleS https://t.co/F4UF0LhthS",start today hour edt convers mental health africa prof vikram patel live facebook join zoom
5432,@Harvard The school in my dreams 😭😭😭,school dream
5433,Clermont Northeastern Partners with Harvard to Increase School Attendance  https://t.co/PDWDULkYi4 https://t.co/JMXYYrB2Ft,clermont northeastern partner increas school attend
5434,"@KSVesq Stanford, not Harvard, please.",stanford
5435,Arizona Congressman Compares His Grueling Harvard Admission Story To Jared Kushner's | HuffPost https://t.co/sb0yCd7PoX,arizona congressman compar gruel admiss stori jare kushner huffpost
5436,Can't stop all this Black excellence 🙌🏾 https://t.co/RwsUogg0zU,black excel
5437,@ewarren Too bad we haven’t yet found the Tony Bobolinski of Harvard Law School—The person who has all the records showing your pernicious abuse of Harvard’s Affirmative Action Hire Quotas. But don’t worry Pocahontas—We will.,bad toni bobolinski hls law person record pernici abus affirm action hire quota worri pocahonta
5438,"Today @ 5pm. Webinar: #COVID19 Community Forum – Equitable Vaccine Distribution. Speakers from @MassLeague, @BlackBOSCOVID, &amp; @DrexelUniv discuss how national guidelines for equitable vaccine distribution can be strengthened &amp; implemented locally.Register: https://t.co/Q41zWinEQD https://t.co/pnRRMf0VRq",today webinar communiti forum equit vaccin distribut speaker discuss nation guidelin equit vaccin distribut strengthen implement local regist
5439,@Harvard Can you gain admission to Harvard if you ‘heart’ the photos? I like the photos!,gain admiss heart photo photo
5440,Beautiful Campus https://t.co/FG7i1Z9lDZ,beauti campus
5441,"Harvard Findings Offer Hope That People Infected With COVID Will Develop Lasting Protection Against Reinfection.

Like, Share, Subscribe, Comment and Read the Full Story Here: https://t.co/i5FGNxK6R6

#thetennesseeconservative #covid19 #coronavirus #nationalnews https://t.co/1vHldRjM3W",offer peopl infect covid develop protect reinfect share subscrib comment read stori coronavirus nationalnew
5442,"A very good overview of the structure and benefits of case-based teaching and learning. 

https://t.co/cC1k36aFIx",good overview structur benefit case base teach learn
5443,"@joybhattacharj We'd love to write a Harvard business school case on this - would it be of interest? If yes, how do we reach you?",love write hbs busi case reach
5444,@Harvard Have a nice Autumn #HarvardU 🇺🇸🍂,nice autumn
5445,"Please join us for the @FairbankCenter's next Modern China Lecture (our last this semester):

MAO’S MASSIVE MILITARY INDUSTRIAL CAMPAIGN TO DEFEND COLD WAR CHINA

By @cfmeyskens

Tuesday NOVEMBER 10 @ 4:00 PM - 6:00 PM

Register here: https://t.co/t1Dd8dHmiu",join modern china lectur semest mao massiv militari industri campaign defend cold war china tuesday novemb regist
5446,"#Travel - Flying is safer than ‘grocery shopping or eating out’, says Harvard report - https://t.co/y3IOh4bplL #Travalogy https://t.co/3rs01ySM5G",travel fli safer groceri shop eat report travalog
5447,"The Berkman Klein Center for Internet &amp; Society at Harvard Yochai Benkler study showed that a dense new right-wing media sphere has emerged &amp; that the mainstream news “revolved around the agenda that the right-wing media sphere set.”

Time to take back the truth from Regressives!",berkman klein center internet societi yochai benkler studi dens wing media sphere emerg mainstream news revolv agenda wing media sphere set time truth regress
5448,"@RobMcDoogie Same people who voted for Maine, Brown and Harvard?",peopl vote brown
5449,@OSamovila @KSpartiatis @Darnakas3 @Makedni @panta_nikos @VladimirJosifo1 @MakedonHegemon @PituGuliMkd @HansCJohansson @pkmacedon @dragan_mitevski @P_Houhoulis @panbog2 @MarcyViii @zazuMK @NikosChangez @DrManha84708484 @MakedonVardar @Ektropos @DinosPalaio @Ercin15 @Electra306 @waluable22 @APsilos @EvridikaMakedon @mnemonic1710 @serpetina1 @TJ3TZFnJt3LNK1z @SamuGun1 @maked_nikos @mnamkd @makedonien_mk @Mac3donKing @ak_square9 @MACEDONIA_MK @pan_naxos @ApollonPt @PowerofZ1 @alexandrou56 @olitopuz @RistoRalsei @siljanstrkot2 @costarojas @HristodulP @PSpartiatissa @SteakTatar @SalonikaFilip @blackjaguar35 @_SharpTongue_ @dbaznr Harvard? This Harvard? 👇😂😂 https://t.co/ZZdOhzm5NI,
5450,@MakedonHegemon @panta_nikos @ak_square9 @OSamovila @Darnakas3 @Zumbulche @Makedni @KSpartiatis @VladimirJosifo1 @PituGuliMkd @HansCJohansson @pkmacedon @dragan_mitevski @P_Houhoulis @panbog2 @MarcyViii @zazuMK @NikosChangez @DrManha84708484 @MakedonVardar @Ektropos @DinosPalaio @Ercin15 @Electra306 @waluable22 @APsilos @EvridikaMakedon @mnemonic1710 @serpetina1 @TJ3TZFnJt3LNK1z @SamuGun1 @maked_nikos @mnamkd @makedonien_mk @Mac3donKing @MACEDONIA_MK @pan_naxos @ApollonPt @PowerofZ1 @alexandrou56 @olitopuz @RistoRalsei @siljanstrkot2 @costarojas @HristodulP @PSpartiatissa @SteakTatar @SalonikaFilip @blackjaguar35 @_SharpTongue_ Yes you did it! All the PhD historians who studied the Middle Age Balkans are wrong and the great makedonskata hegemonski will now and forever be remembered as the one who discovered the makedonskata described in a 16th century book! They should hang a portrait of you in Harvard! https://t.co/I04lej2FkI,phd historian studi middl age balkan wrong great makedonskata hegemonski forev rememb discov makedonskata centuri book hang portrait
5451,"Harvard landed or gone out of range
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/cxD4nPkqDp",land rang serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5452,"Harvard landed or gone out of range
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/5q1jqyQ5qk",land rang serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5453,"Harvard Alert
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/KQ4GMSzUYY",alert serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5454,"Harvard landed or gone out of range
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/SV3UhjBeHN",land rang serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5455,"Harvard Alert
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/9IFoqyhfys",alert serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5456,"Harvard Alert
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/0eAcD6DK9x",alert serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5457,"Harvard Alert
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/HVnkOFeYYN",alert serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5458,"Harvard Alert
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/8Mre9Yjce4",alert serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5459,"Harvard landed or gone out of range
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/H6cKkljvyk",land rang serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5460,"Harvard landed or gone out of range
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/sMdZLFDWxp",land rang serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5461,"Harvard landed or gone out of range
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/ZYCU54fm1w",land rang serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5462,"Harvard Alert
Serial: G-BGPB
Squawk: 7000
Model: Canadian Car &amp; Foundry T-6J Texan
Operator: Private

{The EGXWinfoGroup Robot} https://t.co/VutlCTOsHN",alert serial bgpb squawk model canadian car foundri texan oper privat egxwinfogroup robot
5463,They just let any ole yte into Harvard law lol but you gotta be perfect as a minority. (See her bio for more) https://t.co/38SqVCP7DP,ole yte law lol perfect minor bio
5464,Beautiful fall at Harvard 🍂,beauti fall
5465,"@PeteButtigieg @jimmyfallon It should be Peter, but please consult a tax advisor first. @Harvard didn’t teach you all that well did it.",peter consult tax advisor teach
5466,"'Teaching Kitchen Research Conference
November 11–12, Online
The 2020 Research Conference on Teaching Kitchens and Related Self Care Practices is an international scientific meeting hosted by the Harvard T.H. Chan School of Public Health's Department of Nutrition,'",noteach kitchen confer novemb onlin confer teach kitchen care practic intern scientif meet host chan school public health depart nutrit
5467,"#STRESS 
Stress and Health | The Nutrition Source | Harvard T.H. Chan School of Public Health https://t.co/FliPUdJXeo",stress stress health nutrit sourc chan school public health
5468,"Apples 
The Nutrition Source | Harvard T.H. Chan School of Public Health https://t.co/O49rvf7THV",appl nutrit sourc chan school public health
5469,"Note to media: coverage of spikes in gun sales should always mention the overwhelming research showing that guns in the home make us *less* safe. 

See: https://t.co/zvTNAhj5cT https://t.co/npE7rYkhTz",media coverag spike gun sale mention overwhelm gun safe
5470,@ewarren @RBReich We. Are. Not. A. Democracy. We a Constitutional Republic.  Stop #gaslighting please Pocahontas. Go overcharge Harvard again. #FYF #GF,democraci constitut republ gaslight pocahonta overcharg fyf
5471,omfg this is just lit https://t.co/mUjFwa8Mcw,omfg lit
5472,"@DrMikeMendoza @BobLonsberry Along with crushing COVID, vitamin D3 seems to slow colon cancer progression. You should probably promote it.

https://t.co/bRMIC4eJkG
https://t.co/TLxnOFsV3A
https://t.co/HuzV6EXa9l
https://t.co/YDuJQuUnte
https://t.co/jq6MuYRcnV
https://t.co/zT6pDrCDXF
https://t.co/fFIa5c0QmR",crush covid vitamin slow colon cancer progress promot
5473,@Harvard That's beautiful!,beauti
5474,"Somebody that has done Harvard and MIT

Sey she no go win? Have you people seen NOI's CV?",mit sey win peopl noi
5475,@jimcramer Harvard law school taught you that our constitution doesn't give states the right to make different decisions from one another?,hls law taught constitut state decis
5476,"@BenSasse 
How's your day going? Seems as though, your constituents are not enjoying their MAGA experience. Hope that witch you put on Supreme Court doesn't take their #healthcare away during a pandemic. Are you sure you went to Harvard &amp; Yale? Only an idiot would support Trump. https://t.co/M4xnr8pz6M",day constitu enjoy maga experi witch suprem court healthcar pandem yale idiot support trump
5477,"3/..... The West was enamoured of Solzhenitsyn at the time but after his Harvard speech condemning THEM, the West, particularly America, started to turn on him &amp; condemn him instead ..... his words have proved prophetic .... https://t.co/D7dyN9l89c",west enamour solzhenitsyn time speech condemn west america start turn condemn prove prophet
5478,One dayyy https://t.co/gIMGPtTBcG,dayyy
5479,"Enrolled in MicroMaster Program in Finance from Massachusetts Institute of Technology (MITx Division), a pathway program to earn MA in Finance from Harvard University and Masters in Finance from Massachusetts Institute of Technology (MIT) in future.",enrol micromast program financ massachusett institut technolog mitx divis pathway program earn financ master financ massachusett institut technolog mit futur
5480,"@boston25 hilarious that the government is now saying  how we celebrate. Just as funny as the Harvard doctor you just had on talking about the electoral college and had absolutely no response for the states that are less populated. “Oh, well, they will just campaign differently...”",hilari govern celebr funni doctor talk elector colleg absolut respons state popul campaign
5481,RESENTMENT vs TRUMP FAMILY'S WEALTH: American Politicians.  Guess I - English Learner in 1985 - Was Lucky To Enjoy Harvard Univ. 100% Scholarship.  Worked &amp; Volunteered in My Community. CLEAN: NO Drugs/ Crime/ Destruction https://t.co/uD4FIujCtl via @Yahoo,resent trump famili wealth american politician guess english learner lucki enjoy univ scholarship work volunt communiti clean drug crime destruct
5482,Love it. https://t.co/nfRZgd7k3G,love
5483,"I miss fall in the Northeast....

For some reason, I miss it more this year than in the past. Maybe that's because of Covid and I find comfort in seeing photos that remind me of better times when I was a kid. https://t.co/hhBEOouDBW",fall northeast year covid comfort photo remind time kid
5484,"On this day in 1636, Harvard College (not yet named Harvard) is founded by vote of General Court of Massachusetts Bay with the primary purpose of preparing ministers and religious educators.",day hcolleg vote general court massachusett bay primari purpos prepar minist religi educ
5485,@Harvard @TiffanyDCross I love Cambridge in the fall.,love cambridg fall
5486,Look at this beauty https://t.co/z3Ff2N1gc5,beauti
5487,how's @MIT lookin https://t.co/31KmCBahBV,lookin
5488,@SarahClapp @kayleighmcenany @realDonaldTrump If only Harvard made it as hard to earn a degree as it is to get accepted.,earn degre accept
5489,Beautiful indeed! https://t.co/ulpZvLH7Vr,beauti
5490,@myfoxboston So Harvard! You may as well tell people in RI to stay home in election day! Coastal states only will count? Yeah that's what the Libs want. Electoral College was devised to give ALL the state's a fair shake! #ItAintBroke!,peopl stay elect day coastal state count yeah lib elector colleg devis state fair shake itaintbrok
5491,"I'm looking forward to my event this evening with the 
@HarvardDC , co-sponsored by the Columbia Alumni Association of DC this evening!  Twenty Minutes on How to Project Executive Presence Over Zoom.  

https://t.co/nWOzyv7PNp

https://t.co/6Reh2BJpz4",forward event sponsor columbia alumni minut project execut presenc zoom
5492,@bruh5moments__ Bright future at Harvard...at least.,bright futur
5493,Nostalgia: the foliage at #Harvard https://t.co/yFmsPj4pOX,nostalgia foliag
5494,"@Harvard Thank you @Harvard for your gift to the world. 
Today, Dr @NOIweala emerges as the DG of @wto .
You have proven several times that you're the No. 1 best University on the planet.",gift today emerg proven time univers planet
5495,@yeuyeulala @alcagth s3 marketing harvard,market
5496,"@GazetteNGR @shittuolaleka17 Former this, former that and Harvard influence.",influenc
5497,@kayleighmcenany @realDonaldTrump For a Harvard grad you are not too bright. Did you stay warm?,grad bright stay warm
5498,@smrutibombay With Rahul he has good advisors and he speaks on that basis...With Modi he only believes in pseudo science and disregards science and Harvard,rahul good advisor speak basi modi pseudo scienc disregard scienc
5499,"Flying can be safer than grocery shopping, Harvard Covid-19 study finds | CNN Travel https://t.co/ydZ8YmpIDB",fli safer groceri shop studi cnn travel
5500,"There is still time to register for TODAY'S event w/ @RevDrBarber &amp; @liztheo co-chairs of the #PoorPeoplesCampaign! Along with #publichealth leaders they will reflect on #COVIDー19, poverty, racism &amp; the fight to defend democracy! Join us at 3:30pm ET: https://t.co/BJymZFHg6e https://t.co/5cWTJGpDYl",time regist today event chair poorpeoplescampaign publichealth leader reflect poverti racism fight defend democraci join
5501,Missing the campus. https://t.co/2g5WhZ41EH,campus
5502,Somehow judging the past using our present-day values and commonly held beliefs is wrong--and that is what this about. Sad that the school I love is now doing this: https://t.co/iRt96Uy79M,judg day common held belief wrong sad school love
5503,@Harvard One day I will be here Harvard 🤷‍♀️💙,day
5504,"Coherence, good example and self examination in our COVID times!!
Merck CEO Ken Frazier Discusses a COVID Cure, Racism, and Why Leaders Need to Walk the Talk - Harvard Business School Working Knowledge - via @HBSWK https://t.co/QB3Wap8suY @commonwealthsec @JulieGichuru",coher good examin covid time merck ceo ken frazier discuss covid cure racism leader walk talk hbs busi work knowledg
5505,"THIS WEEK IN WORLD EVENTS:
Oct. 28, 1636 - Harvard College founded in Massachusetts.
Oct. 28, 1967 - Julia Roberts is born.
Oct. 28, 1976 - The 200th episode of ""Hawaii Five O"" airs.
Oct. 28, 1997 - NBA hires its first female official.",week event oct hcolleg massachusett oct julia robert born oct episod hawaii air oct nba hire femal offici
5506,@Harvard Absolutely true !!!,absolut true
5507,@Harvard I love it,love
5508,Hoe reference 'n mens 'n meme? In Harvard referencing style??,hoe refer men meme referenc style
5509,@11Daffodil @QuantumHLC @EliStokols @Popehat @AOC They must have been damned good to get into Columbia undergrad and Harvard Law School,damn good columbia undergrad hls law
5510,"Launched by @MIT in 2016, @enginexyz shifts into $230m second fund and adds @Harvard as an LP as it aims to cement #Boston as a global hub for #toughtech
https://t.co/dRFCnmlxy2",launch shift fund add aim cement boston global hub toughtech
5511,"@blueheartedly He has been since 2008.😂
Why do you think trumpee ran for president...he was jealous of the black man who was a Harvard graduate.",trumpe presid jealous black man graduat
5512,@InibeheEffiong Are you a product of     @Harvard_Law   Harvard Law School? Because your responses on Arise TV this morning awed me.  Following right away.  #EndMilitaryBrutality,product hls law respons morn awe endmilitarybrut
5513,"Flying is safer than ‘grocery shopping’, says Harvard report
https://t.co/W1d6n5dq5T",fli safer groceri shop report
5514,"like you can get into Harvard, moron, did you find a cell phone @ the counter.....",moron cell phone counter
5515,"@nicoleyershon @Harvard @futurism Exactly Nicole, money talks and it's so wrong!

But can it ever change?",nicol money talk wrong
5516,"@nicoleyershon @Harvard @futurism Yep Nicole - Zoom has become our ""wicked problem"" to solve...🙈🤣",yep nicol zoom wick problem solv
5517,"@nicoleyershon @Harvard @futurism Is any research free thinking and actual research any more Nicole?

It seems that any report or research paper that comes from/via a university is always sponsored, so how can it be neutral or balanced research?",free nicol report paper univers sponsor neutral balanc
5518,"On this day last year we witnessed the grand final of the first ever Universities Arabic Debate Championship in the United States hosted by Harvard University.
The hosts won the title of the championship for that year.

#QDMemories
#USADC
#QatarDebate https://t.co/kdkRcXfgvf",day year wit grand final univers arab debat championship unit state host host titl championship year qdmemori usadc qatardeb
5519,"Have you taken a flight since the pandemic? A new report from the Harvard School of Public Health states transmission risks of COVID-19 during airline flights are low and below other routine activities.
#airlineindustry 
https://t.co/9RnmiJ3O3w",flight pandem report school public health state transmiss risk airlin flight low routin activ airlineindustri
5520,"Towards understanding consciousness in computational systems. Part1. Joscha Bach. - 
https://t.co/6XrfPPdIRj
Convergent Science Network
BCBT Lectures 2018

Joscha Bach. 
Harvard Program for Evolutionary Dynamics, US
Source https://t.co/g4a140njNt",understand conscious comput joscha bach converg scienc network bcbt lectur joscha bach program evolutionari dynam sourc
5521,@IanMCalvert @Harvard @futurism we can say the same with laws... lobby enough &amp; throw enough money &amp; you can change them!! #tobacco #oil #sugar #guns https://t.co/umbiSA7isy,law lobbi throw money tobacco oil sugar gun
5522,@IanMCalvert @Harvard @futurism Such a big ‘wicked problem’ to solve - right now... another zoom awaits 🤷🏼‍♀️,big wick problem solv zoom await
5523,"Deception at its best.. https://t.co/ZYtrf2uSfp flying is safe, so say the @Harvard researchers paid by American Airlines #honestguv #covidsafe #shouldhavejustmadeanad @futurism",decept fli safe paid american airlin honestguv covidsaf
5524,@collegemenfess Australia National University (S1) Harvard University (S2) MIT (S3) mantap kali haluku,australia nation univers mit mantap kali haluku
5525,"Lekki massacre that didn't happen got a lot of coverage than #oyigboMassacre that truly happened, 148 dead and no one is threatening visa ban. The way Hausa/Muslims are treated in this country ehn, should be studied in Harvard.",lekki massacr lot coverag oyigbomassacr dead threaten visa ban hausa muslim treat countri ehn studi
5526,"Flying during the pandemic: New reports paint differing pictures of COVID-19 danger
A new study from Harvard University suggests that flying during the pandemic is less risky than eating at restaurants or going grocery.  https://t.co/xKd2er5sLS",fli pandem report paint pictur danger studi fli pandem riski eat restaur groceri
5527,@kayleighmcenany @realDonaldTrump I can’t believe you went to Harvard and don’t accept basic science.,accept basic scienc
